Curve,FAR,TPR,Threshold,AUC
Overall,0.079375,0.5516666666666666,0.8548584783520287,0.869575
Overall,0.079375,0.5533333333333333,0.8547848032026778,0.869575
Overall,0.079375,0.555,0.8547615703463168,0.869575
Overall,0.08,0.555,0.8541505859611676,0.869575
Overall,0.080625,0.555,0.8540432807754377,0.869575
Overall,0.080625,0.5566666666666666,0.853904775896596,0.869575
Overall,0.080625,0.5583333333333333,0.8532136403612199,0.869575
Overall,0.08125,0.5583333333333333,0.8531711923800684,0.869575
Overall,0.08125,0.56,0.8529004155683405,0.869575
Overall,0.08125,0.5616666666666666,0.8528815417701007,0.869575
Overall,0.081875,0.5616666666666666,0.8526559537519776,0.869575
Overall,0.081875,0.5633333333333334,0.8522020639264073,0.869575
Overall,0.0825,0.5633333333333334,0.8521892387953585,0.869575
Overall,0.0825,0.565,0.8520755846709887,0.869575
Overall,0.0825,0.5666666666666667,0.8512519043976475,0.869575
Overall,0.083125,0.5666666666666667,0.8510196519655496,0.869575
Overall,0.083125,0.5683333333333334,0.8506867820604436,0.869575
Overall,0.08375,0.5683333333333334,0.8505104153520987,0.869575
Overall,0.084375,0.5683333333333334,0.8504655230679747,0.869575
Overall,0.085,0.5683333333333334,0.8503820993608786,0.869575
Overall,0.085,0.57,0.8501550880745459,0.869575
